Date,STDAlbedo,STDAlgae,STDDust,STDGrain,meanAlbedo,meanAlgae,meanDensity,meanDust,meanGrain,DOY,STDDensity
2019-06-19,0.1620586637199518,13335.943350323108,20562.21896867734,4803.268345530212,0.4955778094440779,1910.6992579605273,723.8974330393028,8040.158940382245,9797.761794531656,170,160.42285421315108
2019-06-22,0.136663682136196,12758.584439424292,20169.42264382795,4655.991465190772,0.47421205990423276,1908.8741917073014,715.0957809961592,8845.251527129489,10231.424967071924,173,151.93180414688874
2019-06-25,0.14250151703914352,12699.751309583258,24159.487205348953,4737.219858287652,0.49936975264531613,1996.043191373603,723.6388110558229,11096.149416714328,9481.064908491948,176,156.70590704814654
2019-06-28,0.14377067533015792,13400.19297217734,24004.691618045064,4750.516612001523,0.4951456125944622,2272.2653660407404,717.9632655517277,11255.465677611264,9791.709175051386,179,160.77763352807926
2019-07-01,0.15245798458156054,15282.207042399494,28696.366364733327,5088.1903527738705,0.5002230967760096,2747.144131800969,723.9038872116671,14002.44304698439,9882.391692019146,182,178.27073426612722
2019-07-04,0.13825243836236847,15337.527685681716,20170.24584953481,4492.197673172961,0.49300917386175713,2963.4543106741103,716.0594057541954,7120.791692496078,9492.611443047774,185,161.75636749565547
2019-07-07,0.143141969647165,17658.762844983255,25908.771451434415,4830.802738309114,0.5074096197845768,3606.370816370548,720.6364695945309,9390.897365563302,8537.791513373615,188,176.38622919336393
2019-07-10,0.11909539564912347,18716.420138205816,11746.205814917725,3642.8232942455493,0.40656724993159027,4492.981592069769,652.1219211639373,3457.8058013364307,12444.228818950509,191,171.4543824261891
2019-07-13,0.11694022898082894,17704.231092471702,14117.871389089123,3662.16437954485,0.42178121772306393,4117.874291573262,662.2422921936765,4326.048992335128,11838.081242143491,194,166.00909394529543
2019-07-16,0.11872983414876397,17457.35076758386,15333.42798495688,3660.433632842888,0.4248192284882305,4616.677496702515,661.8790389243645,5594.5262827583865,11535.81338186599,197,164.71627456989708
2019-07-19,0.1334275461251164,22523.410951552265,25489.94076355731,4505.598121254355,0.4487402236579231,6225.420351364022,686.5610428000475,11453.582559814746,10951.429352775285,200,200.73745454798643
2019-07-22,0.1204908723495775,23545.537342496613,17445.863710133373,3342.9283102394975,0.3917466467199645,7147.035087765745,627.9496935221307,7366.280603601643,12587.291463406606,203,178.12911719749206
2019-07-25,0.1201343274508677,25629.684365446323,10225.334554339988,3250.6849181001644,0.3836608275856471,8652.999721389397,631.0232333666729,3448.527273205413,12745.812004110045,206,175.2081053724765
2019-07-28,0.12719529223960457,19914.549326779295,18143.422494254562,3897.033708387034,0.4200157629016358,5918.7525612094905,647.9474035578745,6851.861909415044,11625.200405652338,209,182.0663945132407
2019-07-31,0.13556015322960865,22718.312641663222,22610.09325180974,4395.482831671091,0.451922434007897,6719.839666186318,671.875210892757,8958.916758467743,10850.004212622736,212,195.53909104950944
2019-08-03,0.11224482270245538,28410.583290568502,10268.311259921582,2883.4090434033483,0.3443131389490943,11216.762343102098,584.326406502112,3347.8332695326776,13738.515569017083,215,184.08798134748022
2019-08-06,0.12020589585696832,22169.52699011712,14839.463204106578,3500.9358693810223,0.389891640613103,7843.995282511574,623.5754670794183,5885.409267862155,12436.68022632122,218,179.196055879546
2019-08-09,0.124921106885853,18652.606500091177,20698.892477615093,4030.8148149840463,0.4085836199945024,6151.4175210305575,626.7142327168723,8734.887058306924,11795.163672544146,221,185.8361934221368
2019-08-12,0.1176033713261067,16502.979325168744,15502.50972817988,3634.257332446239,0.4212728126016655,5127.355857491342,642.8318954125455,5715.432026366423,11313.281621100392,224,161.71870442956333
2019-08-15,0.13222158487824323,16559.643790684033,21653.992430458467,4553.565701417923,0.38279290204269767,4962.128940832493,628.7245040398373,11544.73483097272,12711.918305647669,227,190.60523479282992
2019-08-18,0.14293209157776038,17462.372117122057,25917.657177046185,4837.2954686954145,0.4336175957314259,5023.366966547925,656.4420375854081,15007.94802498391,10836.03376840492,230,182.3940756803226
2019-08-21,0.13295956129412279,19188.20382915685,32343.499844654238,4729.449161032541,0.37369214385699606,5714.98301769452,620.1555933985032,22284.641886952344,12572.607257630287,233,205.9535194251534
2019-08-24,0.15154944768128875,11945.686844693551,34460.76190438261,4031.262191412825,0.5738463061870034,2320.3687474894264,689.3654478572209,22442.944943476305,6569.382644787782,236,161.22556816373685
2019-08-27,0.13893265939772084,9632.72919042956,26844.28435066876,3577.217443346809,0.5998286348874297,1488.6211786910671,719.8037523025648,15031.812522574875,5825.765448833708,239,127.08387860470934
2019-08-30,0.13805516967407347,10441.282149735853,23753.448917231122,3716.238788541535,0.579154891814416,1866.636369054082,719.9712390076322,12376.439738741301,6458.042625494138,242,124.1833702375299
